Orthogroup	Acaulospora-colombiana-protein	Acaulospora-morrowiae-protein	Ambispora-gerdemannii-protein	Ambispora-leptoticha-protein	Cetraspora-pellucida-protein	Claroideoglomus-candidum-CCK-protein	Claroideoglomus-lamellosum-protein	Dentiscutata-heterogama-protein	Diversispora-eburnea-protein	Diversispora-epigaea-protein	Diversispora-erythropus-protein	Funneliformis-caledonium-protein	Funneliformis-mosseae-protein	Geosiphon-pyriformis-protein	Gigaspora-margarita-BEG34-protein	Gigaspora-rosea-FL-protein	Innospora-majewskii-protein	Paraglomus-brasilianum-protein	Paroglomus-occultum-protein	Racocetra-persica-protein	Rhizophagus-cerebriforme-protein	Rhizophagus-clarus-protein	Rhizophagus-diaphanus-protein	Rhizophagus-fulgida-protein	Rhizophagus-irregularis-protein	Scutellospora-calospora-protein	Septoglomus-turnauae-protein
OG0033722	CAG8596596.1																										
OG0033723	CAG8596797.1																										
OG0033724	CAG8596815.1																										
OG0033725	CAG8596835.1																										
OG0033726	CAG8596853.1																										
OG0033727	CAG8597185.1																										
OG0033728	CAG8597204.1																										
OG0033729	CAG8597315.1																										
OG0033730	CAG8597837.1																										
OG0033731	CAG8597853.1																										
OG0033732	CAG8597871.1																										
OG0033733	CAG8597889.1																										
OG0033734	CAG8598592.1																										
OG0033735	CAG8598604.1																										
OG0033736	CAG8598653.1																										
OG0033737	CAG8598707.1																										
OG0033738	CAG8598722.1																										
OG0033739	CAG8598743.1																										
OG0033740	CAG8598765.1																										
OG0033741	CAG8598799.1																										
OG0033742	CAG8598839.1																										
OG0033743	CAG8599009.1																										
OG0033744	CAG8599029.1																										
OG0033745	CAG8599265.1																										
OG0033746	CAG8599284.1																										
OG0033747	CAG8599301.1																										
OG0033748	CAG8599318.1																										
OG0033749	CAG8599466.1																										
OG0033750	CAG8599505.1																										
OG0033751	CAG8599668.1																										
OG0033752	CAG8599822.1																										
OG0033753	CAG8599934.1																										
OG0033754	CAG8599949.1																										
OG0033755	CAG8599971.1																										
OG0033756	CAG8600049.1																										
OG0033757	CAG8600440.1																										
OG0033758	CAG8600458.1																										
OG0033759	CAG8600478.1																										
OG0033760	CAG8600497.1																										
OG0033761	CAG8600524.1																										
OG0033762	CAG8600598.1																										
OG0033763	CAG8600619.1																										
OG0033764	CAG8600721.1																										
OG0033765	CAG8600828.1																										
OG0033766	CAG8600846.1																										
OG0033767	CAG8601137.1																										
OG0033768	CAG8601437.1																										
OG0033769	CAG8601596.1																										
OG0033770	CAG8601691.1																										
OG0033771	CAG8601696.1																										
OG0033772	CAG8601910.1																										
OG0033773	CAG8602123.1																										
OG0033774	CAG8602185.1																										
OG0033775	CAG8602275.1																										
OG0033776	CAG8602455.1																										
OG0033777	CAG8602490.1																										
OG0033778	CAG8602557.1																										
OG0033779	CAG8602898.1																										
OG0033780	CAG8603062.1																										
OG0033781	CAG8603184.1																										
OG0033782	CAG8603300.1																										
OG0033783	CAG8603572.1																										
OG0033784	CAG8603591.1																										
OG0033785	CAG8603738.1																										
OG0033786	CAG8603821.1																										
OG0033787	CAG8603830.1																										
OG0033788	CAG8603843.1																										
OG0033789	CAG8603892.1																										
OG0033790	CAG8604030.1																										
OG0033791	CAG8604121.1																										
OG0033792	CAG8604341.1																										
OG0033793	CAG8604377.1																										
OG0033794	CAG8604624.1																										
OG0033795	CAG8604640.1																										
OG0033796	CAG8604659.1																										
OG0033797	CAG8604692.1																										
OG0033798	CAG8604720.1																										
OG0033799	CAG8604876.1																										
OG0033800	CAG8604894.1																										
OG0033801	CAG8604999.1																										
OG0033802	CAG8605021.1																										
OG0033803	CAG8605320.1																										
OG0033804	CAG8605355.1																										
OG0033805	CAG8605374.1																										
OG0033806	CAG8605555.1																										
OG0033807	CAG8605569.1																										
OG0033808	CAG8605603.1																										
OG0033809	CAG8605777.1																										
OG0033810	CAG8605798.1																										
OG0033811	CAG8605894.1																										
OG0033812	CAG8605914.1																										
OG0033813	CAG8606006.1																										
OG0033814	CAG8606256.1																										
OG0033815	CAG8606316.1																										
OG0033816	CAG8606334.1																										
OG0033817	CAG8606681.1																										
OG0033818	CAG8606697.1																										
OG0033819	CAG8606804.1																										
OG0033820	CAG8606817.1																										
OG0033821	CAG8606834.1																										
OG0033822	CAG8607523.1																										
OG0033823	CAG8607540.1																										
OG0033824	CAG8607560.1																										
OG0033825	CAG8607646.1																										
OG0033826	CAG8607714.1																										
OG0033827	CAG8607852.1																										
OG0033828	CAG8608102.1																										
OG0033829	CAG8608114.1																										
OG0033830	CAG8608129.1																										
OG0033831	CAG8608450.1																										
OG0033832	CAG8608722.1																										
